sampleId,extractionId,dateTime,locality,latitude,longitude,elevationM,accuracyM,ecosystem,ecosystemNotes,substrate,comments,waterVolumeL,pressurePsi,flowLPerMin,pumpTimeS,rateMlPerM,speedMperS,filterSizeMicro,pH,tempCelsius,tdsPpm,eC,qubitYieldNgPerMl,sampleCollector,taxa,commonName,reads,percentReads,rain,rainPaired,waterbody
27,CW6,2021-09-24T15:40:13Z,Seal Island,43.394198,-66.01779,2.4,2.9,Other (please specify),Barachois Pond,Brackish water,NA,0.34,6.01,0.03937007874015748,506,28.617716535433072,0.02145669291338582,1.2,8.4,20,2000,3999,6960,"Karel Allard, Lisa Doucette, Doug Hynes",Mus musculus,Mus musculus,34893,28.17,Not paired,Not paired,Brackish
27,CW6,2021-09-24T15:40:13Z,Seal Island,43.394198,-66.01779,2.4,2.9,Other (please specify),Barachois Pond,Brackish water,NA,0.34,6.01,0.03937007874015748,506,28.617716535433072,0.02145669291338582,1.2,8.4,20,2000,3999,6960,"Karel Allard, Lisa Doucette, Doug Hynes",Fundulus heteroclitus,Fundulus heteroclitus,18215,14.71,Not paired,Not paired,Brackish
27,CW6,2021-09-24T15:40:13Z,Seal Island,43.394198,-66.01779,2.4,2.9,Other (please specify),Barachois Pond,Brackish water,NA,0.34,6.01,0.03937007874015748,506,28.617716535433072,0.02145669291338582,1.2,8.4,20,2000,3999,6960,"Karel Allard, Lisa Doucette, Doug Hynes",Sorex cinereus,Sorex cinereus,1734,1.4,Not paired,Not paired,Brackish
27,CW6,2021-09-24T15:40:13Z,Seal Island,43.394198,-66.01779,2.4,2.9,Other (please specify),Barachois Pond,Brackish water,NA,0.34,6.01,0.03937007874015748,506,28.617716535433072,0.02145669291338582,1.2,8.4,20,2000,3999,6960,"Karel Allard, Lisa Doucette, Doug Hynes",Muroidea,Muroidea ,28,0.02,Not paired,Not paired,Brackish
27,CW6,2021-09-24T15:40:13Z,Seal Island,43.394198,-66.01779,2.4,2.9,Other (please specify),Barachois Pond,Brackish water,NA,0.34,6.01,0.03937007874015748,506,28.617716535433072,0.02145669291338582,1.2,8.4,20,2000,3999,6960,"Karel Allard, Lisa Doucette, Doug Hynes",Arvicolinae,Arvicolinae ,18,0.01,Not paired,Not paired,Brackish
27,CW6,2021-09-24T15:40:13Z,Seal Island,43.394198,-66.01779,2.4,2.9,Other (please specify),Barachois Pond,Brackish water,NA,0.34,6.01,0.03937007874015748,506,28.617716535433072,0.02145669291338582,1.2,8.4,20,2000,3999,6960,"Karel Allard, Lisa Doucette, Doug Hynes",Sorex,Sorex ,1,0,Not paired,Not paired,Brackish
27,CW6,2021-09-24T15:40:13Z,Seal Island,43.394198,-66.01779,2.4,2.9,Other (please specify),Barachois Pond,Brackish water,NA,0.34,6.01,0.03937007874015748,506,28.617716535433072,0.02145669291338582,1.2,8.4,20,2000,3999,6960,"Karel Allard, Lisa Doucette, Doug Hynes",Soricinae,Soricinae ,1,0,Not paired,Not paired,Brackish
27,CW6,2021-09-24T15:40:13Z,Seal Island,43.394198,-66.01779,2.4,2.9,Other (please specify),Barachois Pond,Brackish water,NA,0.34,6.01,0.03937007874015748,506,28.617716535433072,0.02145669291338582,1.2,8.4,20,2000,3999,6960,"Karel Allard, Lisa Doucette, Doug Hynes",Sus,Sus ,1,0,Not paired,Not paired,Brackish
27,CW6,2021-09-24T15:40:13Z,Seal Island,43.394198,-66.01779,2.4,2.9,Other (please specify),Barachois Pond,Brackish water,NA,0.34,6.01,0.03937007874015748,506,28.617716535433072,0.02145669291338582,1.2,8.4,20,2000,3999,6960,"Karel Allard, Lisa Doucette, Doug Hynes",Murinae,Murinae ,3,0,Not paired,Not paired,Brackish
27,CW6,2021-09-24T15:40:13Z,Seal Island,43.394198,-66.01779,2.4,2.9,Other (please specify),Barachois Pond,Brackish water,NA,0.34,6.01,0.03937007874015748,506,28.617716535433072,0.02145669291338582,1.2,8.4,20,2000,3999,6960,"Karel Allard, Lisa Doucette, Doug Hynes",Cricetidae,Cricetidae ,6,0,Not paired,Not paired,Brackish
27,CW6,2021-09-24T15:40:13Z,Seal Island,43.394198,-66.01779,2.4,2.9,Other (please specify),Barachois Pond,Brackish water,NA,0.34,6.01,0.03937007874015748,506,28.617716535433072,0.02145669291338582,1.2,8.4,20,2000,3999,6960,"Karel Allard, Lisa Doucette, Doug Hynes",Fundulus,Fundulus ,4,0,Not paired,Not paired,Brackish
27,CW6,2021-09-24T15:40:13Z,Seal Island,43.394198,-66.01779,2.4,2.9,Other (please specify),Barachois Pond,Brackish water,NA,0.34,6.01,0.03937007874015748,506,28.617716535433072,0.02145669291338582,1.2,8.4,20,2000,3999,6960,"Karel Allard, Lisa Doucette, Doug Hynes",Cyprinodontiformes,Cyprinodontiformes,2,0,Not paired,Not paired,Brackish
27,CW6,2021-09-24T15:40:13Z,Seal Island,43.394198,-66.01779,2.4,2.9,Other (please specify),Barachois Pond,Brackish water,NA,0.34,6.01,0.03937007874015748,506,28.617716535433072,0.02145669291338582,1.2,8.4,20,2000,3999,6960,"Karel Allard, Lisa Doucette, Doug Hynes",Culaea inconstans,Culaea inconstans,1,0,Not paired,Not paired,Brackish
28,CW7,2021-09-24T16:01:40Z,Seal Island,43.395493,-66.018924,-0.8,2.4,Wetland,Emergence of sub-surface stream. 2 samples at this location.,Freshwater,NA,0.24,5.78,0.02167173252279635,656,9.856261398176292,0.03212765957446809,1.2,4.24,19.5,226,500,3120,"Karel Allard, Lisa Doucette, Doug Hynes",Ondatra zibethicus,Ondatra zibethicus,189592,97.53,Not paired,Not paired,Seep
28,CW7,2021-09-24T16:01:40Z,Seal Island,43.395493,-66.018924,-0.8,2.4,Wetland,Emergence of sub-surface stream. 2 samples at this location.,Freshwater,NA,0.24,5.78,0.02167173252279635,656,9.856261398176292,0.03212765957446809,1.2,4.24,19.5,226,500,3120,"Karel Allard, Lisa Doucette, Doug Hynes",Mus musculus,Mus musculus,3945,2.03,Not paired,Not paired,Seep
28,CW7,2021-09-24T16:01:40Z,Seal Island,43.395493,-66.018924,-0.8,2.4,Wetland,Emergence of sub-surface stream. 2 samples at this location.,Freshwater,NA,0.24,5.78,0.02167173252279635,656,9.856261398176292,0.03212765957446809,1.2,4.24,19.5,226,500,3120,"Karel Allard, Lisa Doucette, Doug Hynes",Lepus americanus,Lepus americanus,737,0.38,Not paired,Not paired,Seep
28,CW7,2021-09-24T16:01:40Z,Seal Island,43.395493,-66.018924,-0.8,2.4,Wetland,Emergence of sub-surface stream. 2 samples at this location.,Freshwater,NA,0.24,5.78,0.02167173252279635,656,9.856261398176292,0.03212765957446809,1.2,4.24,19.5,226,500,3120,"Karel Allard, Lisa Doucette, Doug Hynes",Muroidea,Muroidea ,50,0.03,Not paired,Not paired,Seep
28,CW7,2021-09-24T16:01:40Z,Seal Island,43.395493,-66.018924,-0.8,2.4,Wetland,Emergence of sub-surface stream. 2 samples at this location.,Freshwater,NA,0.24,5.78,0.02167173252279635,656,9.856261398176292,0.03212765957446809,1.2,4.24,19.5,226,500,3120,"Karel Allard, Lisa Doucette, Doug Hynes",Arvicolinae,Arvicolinae ,15,0.01,Not paired,Not paired,Seep
28,CW7,2021-09-24T16:01:40Z,Seal Island,43.395493,-66.018924,-0.8,2.4,Wetland,Emergence of sub-surface stream. 2 samples at this location.,Freshwater,NA,0.24,5.78,0.02167173252279635,656,9.856261398176292,0.03212765957446809,1.2,4.24,19.5,226,500,3120,"Karel Allard, Lisa Doucette, Doug Hynes",Cricetidae,Cricetidae ,29,0.01,Not paired,Not paired,Seep
28,CW7,2021-09-24T16:01:40Z,Seal Island,43.395493,-66.018924,-0.8,2.4,Wetland,Emergence of sub-surface stream. 2 samples at this location.,Freshwater,NA,0.24,5.78,0.02167173252279635,656,9.856261398176292,0.03212765957446809,1.2,4.24,19.5,226,500,3120,"Karel Allard, Lisa Doucette, Doug Hynes",Homo sapiens,Homo sapiens,7,0,Not paired,Not paired,Seep
28,CW7,2021-09-24T16:01:40Z,Seal Island,43.395493,-66.018924,-0.8,2.4,Wetland,Emergence of sub-surface stream. 2 samples at this location.,Freshwater,NA,0.24,5.78,0.02167173252279635,656,9.856261398176292,0.03212765957446809,1.2,4.24,19.5,226,500,3120,"Karel Allard, Lisa Doucette, Doug Hynes",Murinae,Murinae ,3,0,Not paired,Not paired,Seep
28,CW7,2021-09-24T16:01:40Z,Seal Island,43.395493,-66.018924,-0.8,2.4,Wetland,Emergence of sub-surface stream. 2 samples at this location.,Freshwater,NA,0.24,5.78,0.02167173252279635,656,9.856261398176292,0.03212765957446809,1.2,4.24,19.5,226,500,3120,"Karel Allard, Lisa Doucette, Doug Hynes",Esociformes,Esociformes,1,0,Not paired,Not paired,Seep
28,CW7,2021-09-24T16:01:40Z,Seal Island,43.395493,-66.018924,-0.8,2.4,Wetland,Emergence of sub-surface stream. 2 samples at this location.,Freshwater,NA,0.24,5.78,0.02167173252279635,656,9.856261398176292,0.03212765957446809,1.2,4.24,19.5,226,500,3120,"Karel Allard, Lisa Doucette, Doug Hynes",Fundulus heteroclitus,Fundulus heteroclitus,1,0,Not paired,Not paired,Seep
28,CW7,2021-09-24T16:01:40Z,Seal Island,43.395493,-66.018924,-0.8,2.4,Wetland,Emergence of sub-surface stream. 2 samples at this location.,Freshwater,NA,0.24,5.78,0.02167173252279635,656,9.856261398176292,0.03212765957446809,1.2,4.24,19.5,226,500,3120,"Karel Allard, Lisa Doucette, Doug Hynes",Culaea inconstans,Culaea inconstans,6,0,Not paired,Not paired,Seep
29,CW8,2021-09-24T16:16:49Z,Seal Island,43.395487,-66.018931,-0,2.5,Wetland,Emergence of sub-surface stream,Freshwater,two water samples taken at this location,0.75,7.140000000000001,0.03753378378378378,1182,20.641925675675676,0.02996621621621621,1.2,4.24,19.5,226,500,2060,"Karel Allard, Lisa Doucette, Doug Hynes",Ondatra zibethicus,Ondatra zibethicus,159794,97.97,Not paired,Not paired,Seep
29,CW8,2021-09-24T16:16:49Z,Seal Island,43.395487,-66.018931,-0,2.5,Wetland,Emergence of sub-surface stream,Freshwater,two water samples taken at this location,0.75,7.140000000000001,0.03753378378378378,1182,20.641925675675676,0.02996621621621621,1.2,4.24,19.5,226,500,2060,"Karel Allard, Lisa Doucette, Doug Hynes",Mus musculus,Mus musculus,3160,1.94,Not paired,Not paired,Seep
29,CW8,2021-09-24T16:16:49Z,Seal Island,43.395487,-66.018931,-0,2.5,Wetland,Emergence of sub-surface stream,Freshwater,two water samples taken at this location,0.75,7.140000000000001,0.03753378378378378,1182,20.641925675675676,0.02996621621621621,1.2,4.24,19.5,226,500,2060,"Karel Allard, Lisa Doucette, Doug Hynes",Cricetidae,Cricetidae ,91,0.06,Not paired,Not paired,Seep
29,CW8,2021-09-24T16:16:49Z,Seal Island,43.395487,-66.018931,-0,2.5,Wetland,Emergence of sub-surface stream,Freshwater,two water samples taken at this location,0.75,7.140000000000001,0.03753378378378378,1182,20.641925675675676,0.02996621621621621,1.2,4.24,19.5,226,500,2060,"Karel Allard, Lisa Doucette, Doug Hynes",Arvicolinae,Arvicolinae ,28,0.02,Not paired,Not paired,Seep
29,CW8,2021-09-24T16:16:49Z,Seal Island,43.395487,-66.018931,-0,2.5,Wetland,Emergence of sub-surface stream,Freshwater,two water samples taken at this location,0.75,7.140000000000001,0.03753378378378378,1182,20.641925675675676,0.02996621621621621,1.2,4.24,19.5,226,500,2060,"Karel Allard, Lisa Doucette, Doug Hynes",Muroidea,Muroidea ,28,0.02,Not paired,Not paired,Seep
29,CW8,2021-09-24T16:16:49Z,Seal Island,43.395487,-66.018931,-0,2.5,Wetland,Emergence of sub-surface stream,Freshwater,two water samples taken at this location,0.75,7.140000000000001,0.03753378378378378,1182,20.641925675675676,0.02996621621621621,1.2,4.24,19.5,226,500,2060,"Karel Allard, Lisa Doucette, Doug Hynes",Homo sapiens,Homo sapiens,1,0,Not paired,Not paired,Seep
29,CW8,2021-09-24T16:16:49Z,Seal Island,43.395487,-66.018931,-0,2.5,Wetland,Emergence of sub-surface stream,Freshwater,two water samples taken at this location,0.75,7.140000000000001,0.03753378378378378,1182,20.641925675675676,0.02996621621621621,1.2,4.24,19.5,226,500,2060,"Karel Allard, Lisa Doucette, Doug Hynes",Murinae,Murinae ,6,0,Not paired,Not paired,Seep
29,CW8,2021-09-24T16:16:49Z,Seal Island,43.395487,-66.018931,-0,2.5,Wetland,Emergence of sub-surface stream,Freshwater,two water samples taken at this location,0.75,7.140000000000001,0.03753378378378378,1182,20.641925675675676,0.02996621621621621,1.2,4.24,19.5,226,500,2060,"Karel Allard, Lisa Doucette, Doug Hynes",Culaea inconstans,Culaea inconstans,5,0,Not paired,Not paired,Seep
